<BEGIN>;;;;;;;;;;;;;;;;;
<Thermal generating units>;;;;;;;;;;;;;;;;;
Plant's Name;Plant's ID;Unit's ID;Minimum power output (MW);Maximum power output (MW);Ramp-up limit (MW/h);Ramp-down limit (MW/h);Minimum up-time (h);Minimum down-time (h);Bus;Standard linear generation cost ($/MWh);Constant cost ($);Start-up cost ($);Shut-down cost ($);Minimum reactive generation (MVAr);Maximum reactive generation (MVAr);Maximum apparent power (MVA);Comments
g1067;1067;1067;0;2859.97;2001.98;2001.98;2;2;6203;0;0;9803.297;0;0;0;0;
g1069;1069;1069;2.060612148;12.16390405;8.51;8.51;1;1;6205;58.1353343;0;38.0955;0;0;0;0;
g1070;1070;1070;2.518341678;12.36758984;8.66;8.66;4;4;6205;75.35167735;0;70.872;0;0;0;0;
g1071;1071;1071;0;1500;1050;1050;1;1;6207;0;0;10137.485;0;0;0;0;
g1072;1072;1072;226.2873927;392.0043038;274.4;274.4;4;4;6210;355.7740877;0;2778.2295;0;0;0;0;
g1073;1073;1073;9.228564698;297.1146351;207.98;207.98;1;1;6215;24.34817556;0;1822.658;0;0;0;0;
g1074;1074;1074;2.879717407;24.62982734;17.24;17.24;2;2;6219;0;0;241.0085;0;0;0;0;
g1075;1075;1075;5.383821256;29.9391849;20.96;20.96;4;4;6219;25.71173404;0;178.604;0;0;0;0;
g1077;1077;1077;28.17946872;767.8099495;537.47;537.47;4;4;6224;0;0;6703.4885;0;0;0;0;
g1078;1078;1078;14.85889532;762.5823122;533.81;533.81;1;1;6224;86.1285213;0;5853.4675;0;0;0;0;
g1082;1082;1082;26.50919626;189.4307909;132.6;132.6;4;4;6226;40.42513772;0;738.4795;0;0;0;0;
g1083;1083;1083;0;1500;1050;1050;2;2;6227;0;0;7743.725;0;0;0;0;
g1085;1085;1085;0;1500;1050;1050;4;4;6243;0;0;3766.0875;0;0;0;0;
g1086;1086;1086;353.3692609;894.8347663;626.38;626.38;2;2;6246;489.1456864;0;3240.134;0;0;0;0;
g1087;1087;1087;9.490770991;326.0673762;228.25;228.25;4;4;6247;11.58879766;0;1261.912;0;0;0;0;
g1088;1088;1088;33.33757359;322.551146;225.79;225.79;1;1;6247;51.48428895;0;1462.4425;0;0;0;0;
g1089;1089;1089;25.83797212;714.5296104;500.17;500.17;2;2;6247;81.9876372;0;1173.854;0;0;0;0;
g1090;1090;1090;48.16743095;241.7508688;169.23;169.23;4;4;6249;84.897132;0;773.715;0;0;0;0;
g1092;1092;1092;46.18239343;246.2976823;172.41;172.41;1;1;6249;85.37470945;0;825.071;0;0;0;0;
g1093;1093;1093;62.29468653;241.885703;169.32;169.32;1;1;6249;123.5901485;0;942.369;0;0;0;0;
g1094;1094;1094;44.86531128;242.9628766;170.07;170.07;1;1;6249;70.78512635;0;735.0415;0;0;0;0;
g1095;1095;1095;63.74574649;242.0179845;169.41;169.41;1;1;6249;107.9501912;0;689.3285;0;0;0;0;
g1096;1096;1096;49.23060537;240.3447898;168.24;168.24;4;4;6249;97.6574201;0;899.718;0;0;0;0;
g1097;1097;1097;0;543;380.1;380.1;2;2;6250;42.47823978;0;286.2955;0;0;0;0;
g1098;1098;1098;0;0.489845709;0.34;0.34;1;1;6252;13.7789067;0;0;0;0;0;0;
g1099;1099;1099;341.1791069;1080.830797;756.58;756.58;4;4;6253;390.221548;0;3432.0935;0;0;0;0;
g1100;1100;1100;0;0.146084824;0.1;0.1;1;1;6257;4.807030937;0;0;0;0;0;0;
g1105;1105;1105;28.8861355;190.9324359;133.65;133.65;4;4;6270;22.0934714;0;531.714;0;0;0;0;
g1106;1106;1106;0;1500;1050;1050;2;2;6276;0;0;3256.7905;0;0;0;0;
g1107;1107;1107;445.8340567;956.115855;669.28;669.28;4;4;6278;491.8289076;0;2379.622;0;0;0;0;
g1108;1108;1108;209.7087267;364.1005872;254.87;254.87;2;2;6278;449.1364607;0;3219.763;0;0;0;0;
g1109;1109;1109;207.6915981;364.3966537;255.08;255.08;2;2;6278;347.1737972;0;2908.0185;0;0;0;0;
g1110;1110;1110;217.1027332;670;469;469;4;4;6286;405.1728559;0;4208.826;0;0;0;0;
g1111;1111;1111;190.2435226;700;490;490;2;2;6287;263.3788783;0;1486.436;0;0;0;0;
g1112;1112;1112;3.258143552;25.82295767;18.08;18.08;1;1;6288;19.67603731;0;203.873;0;0;0;0;
g1113;1113;1113;5.894804307;81.08444253;56.76;56.76;2;2;6289;0;0;853.9885;0;0;0;0;
g1114;1114;1114;0;47.25;33.07;33.07;4;4;6290;20.635;0;4.5335;0;0;0;0;
g1115;1115;1115;2.040497107;21.98954648;15.39;15.39;2;2;6291;0;0;155.568;0;0;0;0;
g1116;1116;1116;3.758094957;24.15995781;16.91;16.91;2;2;6292;0;0;173.108;0;0;0;0;
g1117;1117;1117;1.681057265;25.04791657;17.53;17.53;1;1;6293;0;0;119.8665;0;0;0;0;
g1118;1118;1118;11.40720736;26.37268225;18.46;18.46;4;4;6294;97.4100061;0;95.243;0;0;0;0;
g1119;1119;1119;0;89.65205199;62.76;62.76;2;2;6295;40.4948046;0;311.7455;0;0;0;0;
g1120;1120;1120;2.513126564;87.65319684;61.36;61.36;4;4;6296;47.18853784;0;409.2145;0;0;0;0;
g1121;1121;1121;0;90.15569231;63.11;63.11;1;1;6297;36.90428599;0;255.655;0;0;0;0;
g1122;1122;1122;307.7457142;929.0756308;650.35;650.35;1;1;6298;406.175279;0;2390.3415;0;0;0;0;
g1123;1123;1123;479.1737661;978.5781503;685;685;1;1;6299;511.6373855;0;3415.047;0;0;0;0;
g1124;1124;1124;462.8102068;970.8147149;679.57;679.57;2;2;6300;465.2840763;0;2537.1025;0;0;0;0;
g1125;1125;1125;395.9828835;930.1879899;651.13;651.13;4;4;6301;435.6561401;0;2394.235;0;0;0;0;
g1126;1126;1126;158.245801;251.1123413;175.78;175.78;1;1;6303;211.9263737;0;1934.2375;0;0;0;0;
g1127;1127;1127;170.1645624;248.1327227;173.69;173.69;1;1;6304;226.8279526;0;2223.426;0;0;0;0;
g1128;1128;1128;169.2500265;247.7812936;173.45;173.45;4;4;6305;222.6298761;0;1757.691;0;0;0;0;
g1129;1129;1129;129.1302191;291.0297253;203.72;203.72;4;4;6306;216.6706007;0;2824.9045;0;0;0;0;
g1130;1130;1130;100.677114;149.4369292;104.61;104.61;1;1;6307;260.8766641;0;342.346;0;0;0;0;
g1131;1131;1131;8.880563076;55.15555935;38.61;38.61;1;1;6308;0;0;191.18;0;0;0;0;
g1132;1132;1132;11.22044577;55.25755358;38.68;38.68;4;4;6309;0;0;259.3735;0;0;0;0;
g1133;1133;1133;10.20906608;54.03254295;37.82;37.82;4;4;6310;0;0;114.8785;0;0;0;0;
g1134;1134;1134;10.12901179;55.13337962;38.59;38.59;1;1;6311;0;0;130.5095;0;0;0;0;
g1135;1135;1135;6.771609205;55.37169541;38.76;38.76;2;2;6312;0;0;129.1715;0;0;0;0;
g1136;1136;1136;163.8287145;259.1126296;181.38;181.38;2;2;6313;245.5753497;0;2395.2675;0;0;0;0;
g1137;1137;1137;4.274437683;21.58366761;15.11;15.11;1;1;6314;14.27679834;0;132.15;0;0;0;0;
g1138;1138;1138;456.6850349;931.3934794;651.98;651.98;4;4;6315;502.780316;0;2785.707;0;0;0;0;
g1139;1139;1139;406.894581;941.0114353;658.71;658.71;2;2;6316;482.8243213;0;3433.7425;0;0;0;0;
g1140;1140;1140;439.5103097;911.6945881;638.19;638.19;1;1;6317;479.060073;0;3003.659;0;0;0;0;
g1141;1141;1141;442.2398027;896.6285129;627.64;627.64;2;2;6318;495.0755621;0;2565.1515;0;0;0;0;
g1142;1142;1142;330.3315719;1302.161666;911.51;911.51;4;4;6319;438.2385941;0;5838.8485;0;0;0;0;
g1143;1143;1143;358.3502491;1289.240811;902.47;902.47;1;1;6320;431.144852;0;4754.8955;0;0;0;0;
g1144;1144;1144;1.767563681;29.64525614;20.75;20.75;4;4;6321;0;0;175.5575;0;0;0;0;
g1145;1145;1145;0.31695005;20.91032998;14.64;14.64;4;4;6322;0;0;176.958;0;0;0;0;
g1146;1146;1146;4.103108513;31.06393297;21.74;21.74;2;2;6323;0;0;322.0705;0;0;0;0;
g1147;1147;1147;3.859762345;22.14519821;15.5;15.5;2;2;6324;0;0;183.9835;0;0;0;0;
g1148;1148;1148;3.476890986;22.93635058;16.06;16.06;1;1;6325;0;0;167.578;0;0;0;0;
g1149;1149;1149;3.659557116;28.02377689;19.62;19.62;1;1;6326;0;0;177.1465;0;0;0;0;
g1150;1150;1150;1.721279893;19.73270264;13.81;13.81;2;2;6327;66.07214725;0;174.7485;0;0;0;0;
g1151;1151;1151;1.852937033;19.82585913;13.88;13.88;4;4;6328;0;0;173.852;0;0;0;0;
g1152;1152;1152;373.0391141;1313.219667;919.25;919.25;2;2;6329;456.0239213;0;5055.897;0;0;0;0;
g1153;1153;1153;404.2069407;1346.830539;942.78;942.78;1;1;6330;475.7839773;0;5167.0925;0;0;0;0;
g1154;1154;1154;398.0210265;1350.920675;945.64;945.64;1;1;6331;467.5853609;0;4374.296;0;0;0;0;
g1155;1155;1155;1.4;1.4;1.03;1.03;2;2;6332;0.616882076;0;0;0;0;0;0;
g1156;1156;1156;0;405.0373625;283.53;283.53;2;2;6333;0;0;565.834;0;0;0;0;
g1157;1157;1157;379.54138;943.0434319;660.13;660.13;1;1;6334;428.5276736;0;2262.119;0;0;0;0;
g1158;1158;1158;395.1353673;943.5668193;660.5;660.5;1;1;6336;430.5368548;0;2761.1895;0;0;0;0;
g1159;1159;1159;318.7466521;947.1597046;663.01;663.01;2;2;6337;410.0452282;0;3123.985;0;0;0;0;
g1160;1160;1160;403;1503;1052.1;1052.1;1;1;6338;442.7350513;0;5083.3755;0;0;0;0;
g1161;1161;1161;403.0341866;1503;1052.1;1052.1;1;1;6339;534.291928;0;7203.293;0;0;0;0;
g1162;1162;1162;398;1498;1048.6;1048.6;4;4;6340;493.8138621;0;6773.4055;0;0;0;0;
g1163;1163;1163;398.006774;1498;1048.6;1048.6;2;2;6341;485.9013569;0;5761.3715;0;0;0;0;
g1164;1164;1164;8.5;119.9463838;83.96;83.96;1;1;6342;51.99556095;0;513.4645;0;0;0;0;
g1165;1165;1165;8.5;119.8387797;83.89;83.89;2;2;6343;47.74462065;0;450.854;0;0;0;0;
g1166;1166;1166;15.81474578;138.6061929;97.02;97.02;4;4;6344;32.71631401;0;463.947;0;0;0;0;
g1167;1167;1167;220.0183652;684.7499762;479.32;479.32;4;4;6345;383.326517;0;2143.558;0;0;0;0;
g1168;1168;1168;312.9906084;610;427;427;2;2;6346;466.9883427;0;2837.1865;0;0;0;0;
g1169;1169;1169;311.2600499;610;427;427;4;4;6347;450.8893799;0;3075.321;0;0;0;0;
g1170;1170;1170;255.4620998;700;490;490;4;4;6349;404.6241183;0;3084.2235;0;0;0;0;
g1171;1171;1171;0;48.90172922;34.23;34.23;1;1;6350;0;0;33.584;0;0;0;0;
g1172;1172;1172;0;48.71593765;34.1;34.1;2;2;6351;0;0;32.844;0;0;0;0;
g1173;1173;1173;0;48.89397991;34.23;34.23;1;1;6352;0;0;29.802;0;0;0;0;
g1174;1174;1174;0;48.67105121;34.07;34.07;1;1;6353;0;0;31.2425;0;0;0;0;
g1175;1175;1175;0;48.09912751;33.67;33.67;2;2;6354;0;0;14.561;0;0;0;0;
g1176;1176;1176;0;49.0492931;34.33;34.33;4;4;6355;0;0;36.4055;0;0;0;0;
g1177;1177;1177;374.7345154;989.024839;692.32;692.32;4;4;6356;477.8590035;0;3337.369;0;0;0;0;
g1178;1178;1178;470.6136626;997.5483465;698.28;698.28;4;4;6357;536.065183;0;3373.538;0;0;0;0;
g1179;1179;1179;440.8518602;988.7537719;692.13;692.13;2;2;6358;484.9303815;0;2957.074;0;0;0;0;
g1180;1180;1180;393.0348173;914.0719001;639.85;639.85;2;2;6359;477.0146572;0;2555.732;0;0;0;0;
g1181;1181;1181;9.427725146;53.44138547;37.41;37.41;1;1;6360;0;0;124.7635;0;0;0;0;
g1182;1182;1182;12.93639971;52.81979178;36.97;36.97;2;2;6361;0;0;210.122;0;0;0;0;
g1183;1183;1183;257.4914655;451;315.7;315.7;2;2;6362;407.687013;0;2657.4825;0;0;0;0;
g1184;1184;1184;21;60.11433004;42.08;42.08;2;2;6363;142.1295322;0;48.212;0;0;0;0;
g1185;1185;1185;243.9649287;423.1696526;296.22;296.22;4;4;6364;413.2138727;0;4263.673;0;0;0;0;
g1186;1186;1186;342.4401224;906.9694867;634.88;634.88;1;1;6365;398.1233092;0;2318.5025;0;0;0;0;
g1187;1187;1187;335.8881906;903.6328716;632.54;632.54;2;2;6366;389.2476396;0;1973.6115;0;0;0;0;
g1188;1188;1188;303.3849627;915.6187811;640.93;640.93;4;4;6367;381.600305;0;2281.3075;0;0;0;0;
g1189;1189;1189;330.2128068;941.0115543;658.71;658.71;2;2;6368;421.2874786;0;2968.277;0;0;0;0;
g1190;1190;1190;4.383591549;26.90952616;18.84;18.84;4;4;6369;52.0949006;0;206.717;0;0;0;0;
g1191;1191;1191;344.3651786;1378.722387;965.11;965.11;4;4;6370;402.4708469;0;5391.0975;0;0;0;0;
g1192;1192;1192;361.8027167;1373.529056;961.47;961.47;4;4;6371;394.7756694;0;5140.4015;0;0;0;0;
g1193;1193;1193;331.8138085;1287.668059;901.37;901.37;4;4;6372;412.0781132;0;4833.9705;0;0;0;0;
g1194;1194;1194;335.2296162;1286.043151;900.23;900.23;2;2;6373;426.5608482;0;5490.963;0;0;0;0;
g1195;1195;1195;115.2687238;450.6445579;315.45;315.45;1;1;6374;169.8166308;0;649.182;0;0;0;0;
g1196;1196;1196;321.3083836;929.308587;650.52;650.52;1;1;6375;388.6973447;0;2403.506;0;0;0;0;
g1197;1197;1197;440.4483714;937.2433984;656.07;656.07;2;2;6376;487.9538587;0;3064.72;0;0;0;0;
g1198;1198;1198;383.5630115;939.9103569;657.94;657.94;1;1;6377;422.2283273;0;2448.3495;0;0;0;0;
g1199;1199;1199;280.1600909;933.1970509;653.24;653.24;1;1;6378;378.6624415;0;2637.373;0;0;0;0;
g1200;1200;1200;442.8913095;925.9328961;648.15;648.15;1;1;6379;431.4334497;0;1954.7475;0;0;0;0;
g1201;1201;1201;290.7272546;946.021781;662.22;662.22;2;2;6380;399.8065242;0;3162.39;0;0;0;0;
g1202;1202;1202;180.8559859;249.345593;174.54;174.54;4;4;6381;288.3927389;0;2955.6395;0;0;0;0;
g1203;1203;1203;213.1835271;441.8951274;309.33;309.33;1;1;6382;361.8824101;0;3835.408;0;0;0;0;
g1204;1204;1204;166.9922233;256.1091934;179.28;179.28;2;2;6383;245.9453675;0;2314.2055;0;0;0;0;
g1205;1205;1205;251.5684168;585;409.5;409.5;2;2;6384;370.6654668;0;2990.596;0;0;0;0;
g1206;1206;1206;250.3524863;585;409.5;409.5;4;4;6385;405.3084855;0;3815.9295;0;0;0;0;
g1207;1207;1207;2.03285489;27.14647025;19;19;4;4;6387;0;0;220.817;0;0;0;0;
g1208;1208;1208;2.687001398;29.68283921;20.78;20.78;1;1;6388;0;0;275.3555;0;0;0;0;
g1209;1209;1209;1.960672971;32.40653726;22.68;22.68;4;4;6389;0.398795499;0;224.1075;0;0;0;0;
g1210;1210;1210;5.186978353;27.8485007;19.49;19.49;1;1;6390;0;0;205.8735;0;0;0;0;
g1211;1211;1211;172.420378;243.3809996;170.37;170.37;2;2;6391;279.7452616;0;2538.1935;0;0;0;0;
g1212;1212;1212;2.706456218;66.24996537;46.37;46.37;2;2;6392;0;0;142.8525;0;0;0;0;
g1213;1213;1213;9.589618343;69.5795534;48.71;48.71;4;4;6393;0;0;712.735;0;0;0;0;
g1214;1214;1214;4.949248729;29.69938185;20.79;20.79;4;4;6394;52.66650075;0;180.4905;0;0;0;0;
g1215;1215;1215;5.168254066;24.53814598;17.18;17.18;1;1;6395;0;0;121.5555;0;0;0;0;
g1216;1216;1216;6.186306416;22.02020309;15.41;15.41;2;2;6396;37.39743479;0;103.186;0;0;0;0;
g1217;1217;1217;0;49.07234647;34.35;34.35;2;2;6397;0;0;40.041;0;0;0;0;
g1218;1218;1218;176.5772748;242.8554869;170;170;1;1;6398;280.8328844;0;2594.8665;0;0;0;0;
g1219;1219;1219;169.4973949;247.0909512;172.96;172.96;1;1;6399;263.2448208;0;2632.009;0;0;0;0;
g1220;1220;1220;211.931274;407.6067878;285.32;285.32;4;4;6400;393.3979174;0;2288.246;0;0;0;0;
g1221;1221;1221;32.0908468;171.4980583;120.05;120.05;4;4;6401;47.92225805;0;630.0415;0;0;0;0;
g1222;1222;1222;29.3469811;169.4551959;118.62;118.62;2;2;6402;45.54056738;0;664.4275;0;0;0;0;
g1223;1223;1223;0;356.6405282;249.65;249.65;1;1;6403;0;0;716.844;0;0;0;0;
g1224;1224;1224;0;390.563654;273.39;273.39;2;2;6404;0;0;707.216;0;0;0;0;
g1225;1225;1225;0;400.7082751;280.5;280.5;4;4;6405;0;0;737.391;0;0;0;0;
g1226;1226;1226;320.6721101;936.1234161;655.29;655.29;1;1;6406;396.8427247;0;2431.998;0;0;0;0;
g1227;1227;1227;289.3398581;940.4849561;658.34;658.34;1;1;6407;382.4591067;0;2343.179;0;0;0;0;
g1228;1228;1228;178.9684562;297.523996;208.27;208.27;1;1;6408;310.3774735;0;1517.8705;0;0;0;0;
g1229;1229;1229;189.3784708;299.1304593;209.39;209.39;2;2;6409;285.4730449;0;2544.853;0;0;0;0;
g1230;1230;1230;307.869486;1354.424002;948.1;948.1;2;2;6410;388.0820737;0;5059.65;0;0;0;0;
g1231;1231;1231;8.898629992;57.63714442;40.35;40.35;1;1;6411;0;0;250.9315;0;0;0;0;
g1232;1232;1232;12.25527161;54.27065662;37.99;37.99;4;4;6412;0;0;295.9635;0;0;0;0;
g1233;1233;1233;388.7854004;1367.418967;957.19;957.19;2;2;6413;401.2013793;0;4659.975;0;0;0;0;
g1234;1234;1234;361.0387638;1376.769142;963.74;963.74;1;1;6414;484.4197015;0;6152.102;0;0;0;0;
g1235;1235;1235;352.4355504;1379.287156;965.5;965.5;2;2;6415;451.6467258;0;5095.898;0;0;0;0;
g1236;1236;1236;379.3029081;1276.344148;893.44;893.44;1;1;6416;485.6936851;0;5315.9975;0;0;0;0;
g1237;1237;1237;0.8;49.42980901;34.6;34.6;2;2;6417;0;0;26.514;0;0;0;0;
g1238;1238;1238;394.383483;1359.117754;951.38;951.38;2;2;6418;460.3203748;0;4078.506;0;0;0;0;
g1239;1239;1239;404.1829752;1353.4881;947.44;947.44;1;1;6419;460.8309247;0;4857.0785;0;0;0;0;
g1240;1240;1240;209.7270235;584.7217138;409.31;409.31;2;2;6420;327.5114594;0;1820.8285;0;0;0;0;
g1241;1241;1241;209.389212;584.9830377;409.49;409.49;2;2;6421;341.9360301;0;1920.705;0;0;0;0;
g1242;1242;1242;216.1470796;584.6704617;409.27;409.27;4;4;6422;375.4120497;0;1819.938;0;0;0;0;
g1243;1243;1243;203.8320177;584.9189849;409.44;409.44;4;4;6423;299.0584237;0;2296.937;0;0;0;0;
g1244;1244;1244;0;61.24539568;42.87;42.87;2;2;6424;0;0;366.9505;0;0;0;0;
g1245;1245;1245;123.7625521;238.713146;167.1;167.1;1;1;6425;228.3531093;0;1195.4845;0;0;0;0;
g1246;1246;1246;295.9828977;605;423.5;423.5;4;4;6426;492.4804672;0;3314.033;0;0;0;0;
g1247;1247;1247;9.964381003;54.59265107;38.21;38.21;2;2;6427;0;0;155.9395;0;0;0;0;
g1248;1248;1248;1.841683445;22.92777694;16.05;16.05;1;1;6428;0;0;160.1325;0;0;0;0;
g1249;1249;1249;1.689550819;22.76352794;15.93;15.93;4;4;6429;27.56720791;0;161.5655;0;0;0;0;
g1250;1250;1250;223.6636818;426.9064675;298.83;298.83;1;1;6430;374.42271;0;3146.6845;0;0;0;0;
g1251;1251;1251;0;141.3862646;98.97;98.97;4;4;6431;0;0;588.736;0;0;0;0;
g1252;1252;1252;0;140.676646;98.47;98.47;4;4;6432;0;0;409.896;0;0;0;0;
g1253;1253;1253;0;127.1179534;88.98;88.98;1;1;6433;0;0;436.367;0;0;0;0;
g1254;1254;1254;2.739932422;17.35974891;12.15;12.15;4;4;6434;37.94154835;0;56.687;0;0;0;0;
g1255;1255;1255;1.460000365;17.69251531;12.38;12.38;2;2;6435;0;0;139.5865;0;0;0;0;
g1256;1256;1256;5.062437638;24.24652593;16.97;16.97;4;4;6436;60.33638645;0;108.8405;0;0;0;0;
g1257;1257;1257;6.655727127;17.98497723;12.59;12.59;4;4;6437;0;0;107.394;0;0;0;0;
g1258;1258;1258;0;298.6888351;209.08;209.08;2;2;6438;0;0;628.4245;0;0;0;0;
g1259;1259;1259;0;278.3227343;194.83;194.83;4;4;6439;0;0;526.327;0;0;0;0;
g1260;1260;1260;0;302.7796206;211.95;211.95;1;1;6440;0;0;653.5865;0;0;0;0;
g1261;1261;1261;0;328.6501757;230.06;230.06;4;4;6441;0;0;432.8595;0;0;0;0;
g1262;1262;1262;0;37.00637648;25.9;25.9;2;2;6442;0;0;97.4475;0;0;0;0;
g1263;1263;1263;3.316959805;24.16262404;16.91;16.91;1;1;6443;0;0;187.073;0;0;0;0;
g1264;1264;1264;2.277056656;22.76127771;15.93;15.93;1;1;6444;0;0;167.0245;0;0;0;0;
g1265;1265;1265;2.82481195;25.48924428;17.84;17.84;1;1;6445;0;0;250.3525;0;0;0;0;
g1266;1266;1266;0;122.5467732;85.78;85.78;1;1;6446;39.18897757;0;588.12;0;0;0;0;
g1267;1267;1267;0;122.6369764;85.85;85.85;1;1;6447;38.00328379;0;685.3775;0;0;0;0;
g1268;1268;1268;298.6358997;1327.130956;928.99;928.99;2;2;6448;341.8920017;0;4306.013;0;0;0;0;
g1269;1269;1269;284.9567416;1331.134612;931.79;931.79;4;4;6449;388.5093465;0;6023.0965;0;0;0;0;
g1270;1270;1270;171.5419658;284.2168606;198.95;198.95;1;1;6450;220.0509469;0;2517.1645;0;0;0;0;
g1271;1271;1271;226.255237;595;416.5;416.5;2;2;6451;481.1169219;0;3289.8805;0;0;0;0;
g1272;1272;1272;155.3528894;439.897231;307.93;307.93;2;2;6452;310.9468722;0;1924.9665;0;0;0;0;
g1273;1273;1273;148.0885171;432.9261623;303.05;303.05;4;4;6453;330.3148309;0;1562.5245;0;0;0;0;
g1274;1274;1274;0;48.85432238;34.2;34.2;4;4;6454;0;0;28.2105;0;0;0;0;
g1275;1275;1275;0;48.49091978;33.94;33.94;1;1;6455;0;0;23.7215;0;0;0;0;
g1276;1276;1276;7.36694655;21.91916919;15.34;15.34;4;4;6456;6.742151145;0;61.5205;0;0;0;0;
g1277;1277;1277;332.17908;953.7947748;667.66;667.66;4;4;6457;409.5296415;0;3077.476;0;0;0;0;
g1278;1278;1278;298.511347;943.3536604;660.35;660.35;1;1;6458;398.656957;0;2790.3095;0;0;0;0;
g1279;1279;1279;0;47.01797653;32.91;32.91;2;2;6459;20.635;0;4.52;0;0;0;0;
g1280;1280;1280;0;47.25;33.07;33.07;2;2;6460;20.635;0;4.5335;0;0;0;0;
g1281;1281;1281;0;47.25;33.07;33.07;4;4;6461;20.635;0;4.5335;0;0;0;0;
g1282;1282;1282;0;266.7180829;186.7;186.7;4;4;6462;0;0;333.2665;0;0;0;0;
g1283;1283;1283;0;262.1873015;183.53;183.53;1;1;6463;0;0;390.1715;0;0;0;0;
g1284;1284;1284;385.3284922;982.9109503;688.04;688.04;2;2;6464;468.1781708;0;3448.2355;0;0;0;0;
g1285;1285;1285;389.3422488;982.9542443;688.07;688.07;2;2;6465;497.8531396;0;3768.1665;0;0;0;0;
g1286;1286;1286;357.9824624;978.4403938;684.91;684.91;4;4;6466;462.9492177;0;3492.243;0;0;0;0;
g1287;1287;1287;410.585072;981.0887434;686.76;686.76;1;1;6467;503.5391075;0;3418.8935;0;0;0;0;
g1288;1288;1288;106.2598427;177.2449497;124.07;124.07;4;4;6468;233.1768674;0;1100.495;0;0;0;0;
g1289;1289;1289;115.6385434;173.8929766;121.73;121.73;1;1;6469;254.4606997;0;442.063;0;0;0;0;
g1290;1290;1290;113.5634587;174.9764588;122.48;122.48;4;4;6470;255.7765576;0;839.2355;0;0;0;0;
g1291;1291;1291;0;113.0032235;79.1;79.1;1;1;6471;0;0;203.9625;0;0;0;0;
g1292;1292;1292;157.024024;267.2362199;187.07;187.07;2;2;6472;208.7889403;0;2622.9845;0;0;0;0;
g1293;1293;1293;159.0739103;267.2456649;187.07;187.07;2;2;6473;206.753087;0;2973.483;0;0;0;0;
g1294;1294;1294;1.737358116;130.0148745;91.01;91.01;2;2;6474;32.1015129;0;464.395;0;0;0;0;
g1295;1295;1295;0;120.7987618;84.56;84.56;4;4;6475;37.31218749;0;576.1365;0;0;0;0;
</Thermal generating units>;;;;;;;;;;;;;;;;;
</END>;;;;;;;;;;;;;;;;;
